20180825083515,10.0.0.2,40482,10.0.0.1,5001,3,39.0-40.0,6422528,51380224
20180825083516,10.0.0.2,40482,10.0.0.1,5001,3,40.0-41.0,6553600,52428800
20180825083517,10.0.0.2,40482,10.0.0.1,5001,3,41.0-42.0,6553600,52428800
20180825083518,10.0.0.2,40482,10.0.0.1,5001,3,42.0-43.0,6422528,51380224
20180825083519,10.0.0.2,40482,10.0.0.1,5001,3,43.0-44.0,3276800,26214400
20180825083520,10.0.0.2,40482,10.0.0.1,5001,3,44.0-45.0,6553600,52428800
20180825083521,10.0.0.2,40482,10.0.0.1,5001,3,45.0-46.0,6553600,52428800
20180825083522,10.0.0.2,40482,10.0.0.1,5001,3,46.0-47.0,6422528,51380224
20180825083523,10.0.0.2,40482,10.0.0.1,5001,3,47.0-48.0,6553600,52428800
20180825083524,10.0.0.2,40482,10.0.0.1,5001,3,48.0-49.0,3276800,26214400
20180825083525,10.0.0.2,40482,10.0.0.1,5001,3,49.0-50.0,6553600,52428800
20180825083526,10.0.0.2,40482,10.0.0.1,5001,3,50.0-51.0,6422528,51380224
20180825083527,10.0.0.2,40482,10.0.0.1,5001,3,51.0-52.0,6553600,52428800
20180825083528,10.0.0.2,40482,10.0.0.1,5001,3,52.0-53.0,6553600,52428800
20180825083529,10.0.0.2,40482,10.0.0.1,5001,3,53.0-54.0,6553600,52428800
20180825083530,10.0.0.2,40482,10.0.0.1,5001,3,54.0-55.0,3145728,25165824
20180825083531,10.0.0.2,40482,10.0.0.1,5001,3,55.0-56.0,6553600,52428800
20180825083532,10.0.0.2,40482,10.0.0.1,5001,3,56.0-57.0,6553600,52428800
20180825083533,10.0.0.2,40482,10.0.0.1,5001,3,57.0-58.0,6553600,52428800
20180825083534,10.0.0.2,40482,10.0.0.1,5001,3,58.0-59.0,6422528,51380224
20180825083535,10.0.0.2,40482,10.0.0.1,5001,3,59.0-60.0,3276800,26214400
20180825083535,10.0.0.2,40482,10.0.0.1,5001,3,0.0-60.1,355074048,47275433
