20180825083436,10.0.0.2,40482,10.0.0.1,5001,3,0.0-1.0,7077888,56623104
20180825083437,10.0.0.2,40482,10.0.0.1,5001,3,1.0-2.0,7995392,63963136
20180825083438,10.0.0.2,40482,10.0.0.1,5001,3,2.0-3.0,7733248,61865984
20180825083439,10.0.0.2,40482,10.0.0.1,5001,3,3.0-4.0,6291456,50331648
20180825083440,10.0.0.2,40482,10.0.0.1,5001,3,4.0-5.0,6553600,52428800
20180825083441,10.0.0.2,40482,10.0.0.1,5001,3,5.0-6.0,3276800,26214400
20180825083442,10.0.0.2,40482,10.0.0.1,5001,3,6.0-7.0,6553600,52428800
20180825083443,10.0.0.2,40482,10.0.0.1,5001,3,7.0-8.0,6422528,51380224
20180825083444,10.0.0.2,40482,10.0.0.1,5001,3,8.0-9.0,6553600,52428800
20180825083445,10.0.0.2,40482,10.0.0.1,5001,3,9.0-10.0,6553600,52428800
20180825083446,10.0.0.2,40482,10.0.0.1,5001,3,10.0-11.0,6553600,52428800
20180825083447,10.0.0.2,40482,10.0.0.1,5001,3,11.0-12.0,3145728,25165824
20180825083448,10.0.0.2,40482,10.0.0.1,5001,3,12.0-13.0,6553600,52428800
20180825083449,10.0.0.2,40482,10.0.0.1,5001,3,13.0-14.0,6553600,52428800
20180825083450,10.0.0.2,40482,10.0.0.1,5001,3,14.0-15.0,6553600,52428800
20180825083451,10.0.0.2,40482,10.0.0.1,5001,3,15.0-16.0,3145728,25165824
20180825083452,10.0.0.2,40482,10.0.0.1,5001,3,16.0-17.0,6553600,52428800
20180825083453,10.0.0.2,40482,10.0.0.1,5001,3,17.0-18.0,6553600,52428800
20180825083454,10.0.0.2,40482,10.0.0.1,5001,3,18.0-19.0,6553600,52428800
20180825083455,10.0.0.2,40482,10.0.0.1,5001,3,19.0-20.0,6422528,51380224
20180825083456,10.0.0.2,40482,10.0.0.1,5001,3,20.0-21.0,3276800,26214400
20180825083457,10.0.0.2,40482,10.0.0.1,5001,3,21.0-22.0,6553600,52428800
20180825083458,10.0.0.2,40482,10.0.0.1,5001,3,22.0-23.0,6553600,52428800
20180825083459,10.0.0.2,40482,10.0.0.1,5001,3,23.0-24.0,6422528,51380224
20180825083500,10.0.0.2,40482,10.0.0.1,5001,3,24.0-25.0,3276800,26214400
20180825083501,10.0.0.2,40482,10.0.0.1,5001,3,25.0-26.0,6553600,52428800
20180825083502,10.0.0.2,40482,10.0.0.1,5001,3,26.0-27.0,6553600,52428800
20180825083503,10.0.0.2,40482,10.0.0.1,5001,3,27.0-28.0,6422528,51380224
20180825083504,10.0.0.2,40482,10.0.0.1,5001,3,28.0-29.0,3276800,26214400
20180825083505,10.0.0.2,40482,10.0.0.1,5001,3,29.0-30.0,6553600,52428800
20180825083506,10.0.0.2,40482,10.0.0.1,5001,3,30.0-31.0,6553600,52428800
20180825083507,10.0.0.2,40482,10.0.0.1,5001,3,31.0-32.0,6422528,51380224
20180825083508,10.0.0.2,40482,10.0.0.1,5001,3,32.0-33.0,6553600,52428800
20180825083509,10.0.0.2,40482,10.0.0.1,5001,3,33.0-34.0,3276800,26214400
20180825083510,10.0.0.2,40482,10.0.0.1,5001,3,34.0-35.0,6553600,52428800
20180825083511,10.0.0.2,40482,10.0.0.1,5001,3,35.0-36.0,6422528,51380224
20180825083512,10.0.0.2,40482,10.0.0.1,5001,3,36.0-37.0,6553600,52428800
20180825083513,10.0.0.2,40482,10.0.0.1,5001,3,37.0-38.0,6553600,52428800
20180825083514,10.0.0.2,40482,10.0.0.1,5001,3,38.0-39.0,3276800,26214400
