20180825064017,10.0.0.2,40314,10.0.0.1,5001,3,0.0-1.0,1966080,15728640
20180825064018,10.0.0.2,40314,10.0.0.1,5001,3,1.0-2.0,1572864,12582912
20180825064019,10.0.0.2,40314,10.0.0.1,5001,3,2.0-3.0,1048576,8388608
20180825064020,10.0.0.2,40314,10.0.0.1,5001,3,3.0-4.0,1703936,13631488
20180825064021,10.0.0.2,40314,10.0.0.1,5001,3,4.0-5.0,1572864,12582912
20180825064023,10.0.0.2,40314,10.0.0.1,5001,3,5.0-6.0,1703936,13631488
20180825064023,10.0.0.2,40314,10.0.0.1,5001,3,6.0-7.0,1048576,8388608
20180825064024,10.0.0.2,40314,10.0.0.1,5001,3,7.0-8.0,917504,7340032
20180825064026,10.0.0.2,40314,10.0.0.1,5001,3,8.0-9.0,2359296,18874368
20180825064027,10.0.0.2,40314,10.0.0.1,5001,3,9.0-10.0,1179648,9437184
20180825064028,10.0.0.2,40314,10.0.0.1,5001,3,10.0-11.0,1179648,9437184
20180825064029,10.0.0.2,40314,10.0.0.1,5001,3,11.0-12.0,1179648,9437184
20180825064030,10.0.0.2,40314,10.0.0.1,5001,3,12.0-13.0,1179648,9437184
20180825064031,10.0.0.2,40314,10.0.0.1,5001,3,13.0-14.0,1179648,9437184
20180825064032,10.0.0.2,40314,10.0.0.1,5001,3,14.0-15.0,1179648,9437184
20180825064033,10.0.0.2,40314,10.0.0.1,5001,3,15.0-16.0,1048576,8388608
20180825064034,10.0.0.2,40314,10.0.0.1,5001,3,16.0-17.0,1179648,9437184
20180825064035,10.0.0.2,40314,10.0.0.1,5001,3,17.0-18.0,1179648,9437184
20180825064036,10.0.0.2,40314,10.0.0.1,5001,3,18.0-19.0,1179648,9437184
20180825064037,10.0.0.2,40314,10.0.0.1,5001,3,19.0-20.0,1179648,9437184
20180825064038,10.0.0.2,40314,10.0.0.1,5001,3,20.0-21.0,1179648,9437184
20180825064039,10.0.0.2,40314,10.0.0.1,5001,3,21.0-22.0,1179648,9437184
20180825064040,10.0.0.2,40314,10.0.0.1,5001,3,22.0-23.0,1179648,9437184
20180825064041,10.0.0.2,40314,10.0.0.1,5001,3,23.0-24.0,1179648,9437184
20180825064042,10.0.0.2,40314,10.0.0.1,5001,3,24.0-25.0,1179648,9437184
20180825064043,10.0.0.2,40314,10.0.0.1,5001,3,25.0-26.0,1179648,9437184
20180825064044,10.0.0.2,40314,10.0.0.1,5001,3,26.0-27.0,1179648,9437184
20180825064045,10.0.0.2,40314,10.0.0.1,5001,3,27.0-28.0,1179648,9437184
20180825064046,10.0.0.2,40314,10.0.0.1,5001,3,28.0-29.0,1179648,9437184
20180825064047,10.0.0.2,40314,10.0.0.1,5001,3,29.0-30.0,1179648,9437184
20180825064048,10.0.0.2,40314,10.0.0.1,5001,3,30.0-31.0,1179648,9437184
20180825064049,10.0.0.2,40314,10.0.0.1,5001,3,31.0-32.0,1179648,9437184
20180825064049,10.0.0.2,40314,10.0.0.1,5001,3,32.0-33.0,1179648,9437184
20180825064050,10.0.0.2,40314,10.0.0.1,5001,3,33.0-34.0,1179648,9437184
20180825064051,10.0.0.2,40314,10.0.0.1,5001,3,34.0-35.0,1179648,9437184
20180825064052,10.0.0.2,40314,10.0.0.1,5001,3,35.0-36.0,1048576,8388608
20180825064053,10.0.0.2,40314,10.0.0.1,5001,3,36.0-37.0,1179648,9437184
20180825064054,10.0.0.2,40314,10.0.0.1,5001,3,37.0-38.0,1179648,9437184
20180825064055,10.0.0.2,40314,10.0.0.1,5001,3,38.0-39.0,1179648,9437184
20180825064056,10.0.0.2,40314,10.0.0.1,5001,3,39.0-40.0,1310720,10485760
20180825064057,10.0.0.2,40314,10.0.0.1,5001,3,40.0-41.0,1179648,9437184
20180825064058,10.0.0.2,40314,10.0.0.1,5001,3,41.0-42.0,1179648,9437184
20180825064059,10.0.0.2,40314,10.0.0.1,5001,3,42.0-43.0,1179648,9437184
20180825064100,10.0.0.2,40314,10.0.0.1,5001,3,43.0-44.0,1179648,9437184
20180825064101,10.0.0.2,40314,10.0.0.1,5001,3,44.0-45.0,1048576,8388608
20180825064102,10.0.0.2,40314,10.0.0.1,5001,3,45.0-46.0,1179648,9437184
20180825064103,10.0.0.2,40314,10.0.0.1,5001,3,46.0-47.0,1179648,9437184
20180825064104,10.0.0.2,40314,10.0.0.1,5001,3,47.0-48.0,1179648,9437184
20180825064105,10.0.0.2,40314,10.0.0.1,5001,3,48.0-49.0,1179648,9437184
20180825064106,10.0.0.2,40314,10.0.0.1,5001,3,49.0-50.0,1179648,9437184
20180825064107,10.0.0.2,40314,10.0.0.1,5001,3,50.0-51.0,1179648,9437184
20180825064108,10.0.0.2,40314,10.0.0.1,5001,3,51.0-52.0,1179648,9437184
20180825064109,10.0.0.2,40314,10.0.0.1,5001,3,52.0-53.0,1179648,9437184
20180825064110,10.0.0.2,40314,10.0.0.1,5001,3,53.0-54.0,1179648,9437184
20180825064111,10.0.0.2,40314,10.0.0.1,5001,3,54.0-55.0,1179648,9437184
20180825064112,10.0.0.2,40314,10.0.0.1,5001,3,55.0-56.0,1179648,9437184
20180825064113,10.0.0.2,40314,10.0.0.1,5001,3,56.0-57.0,1179648,9437184
20180825064114,10.0.0.2,40314,10.0.0.1,5001,3,57.0-58.0,1179648,9437184
20180825064116,10.0.0.2,40314,10.0.0.1,5001,3,58.0-59.0,2359296,18874368
20180825064117,10.0.0.2,40314,10.0.0.1,5001,3,59.0-60.0,1179648,9437184
20180825064117,10.0.0.2,40314,10.0.0.1,5001,3,0.0-60.9,75104256,9864810
